,artist,genre,link
591,Sundance Head,Pop/Rock,https://www.allmusic.com/artist/sundance-head-mn0001538702
592,Jhene Aiko,R&B,https://www.allmusic.com/artist/jhen%C3%A9-aiko-mn0002739175
593,Brent Faiyaz,R&B,https://www.allmusic.com/artist/brent-faiyaz-mn0003606027
594,Panic! At The Disco,Pop/Rock,https://www.allmusic.com/artist/panic%21-at-the-disco-mn0000318085
595,Michael Peterson,Country,https://www.allmusic.com/artist/michael-peterson-mn0000465822
596,Future,Rap,https://www.allmusic.com/artist/future-mn0000802605
597,Kem,R&B,https://www.allmusic.com/artist/kem-mn0000087697
598,Sara Ramirez,Stage & Screen,https://www.allmusic.com/artist/sara-ram%C3%ADrez-mn0000249016
599,Joss Stone,Pop/Rock,https://www.allmusic.com/artist/joss-stone-mn0000286572
600,Kevin Gates,Rap,https://www.allmusic.com/artist/kevin-gates-mn0001036630
601,AZ,Rap,https://www.allmusic.com/artist/az-mn0000924226
602,Toby Love,Latin,https://www.allmusic.com/artist/toby-love-mn0000721772
603,Little Mix,Pop/Rock,https://www.allmusic.com/artist/little-mix-mn0002841398
604,SAINt JHN,Rap,https://www.allmusic.com/artist/saint-jhn-mn0003561286
605,Charice,Pop/Rock,https://www.allmusic.com/artist/charice-mn0001018961
606,OutKast,Rap,https://www.allmusic.com/artist/outkast-mn0000420381
607,Webbie,Rap,https://www.allmusic.com/artist/webbie-mn0000123268
608,Boyz II Men,R&B,https://www.allmusic.com/artist/boyz-ii-men-mn0000096379
609,Heather B.,Rap,https://www.allmusic.com/artist/heather-b-mn0000951379
610,Freak Nasty,Rap,https://www.allmusic.com/artist/freak-nasty-mn0000173563
611,21 Savage,Rap,https://www.allmusic.com/artist/21-savage-mn0003515232
612,Quad City DJ's,Rap,https://www.allmusic.com/artist/quad-city-djs-mn0000317020
613,Andru Donalds,Pop/Rock,https://www.allmusic.com/artist/andru-donalds-mn0000034181
614,B.M.U.,Rap,https://www.allmusic.com/artist/bmu-mn0001473290
615,Donell Jones,R&B,https://www.allmusic.com/artist/donell-jones-mn0000987777
616,PARTYNEXTDOOR,R&B,https://www.allmusic.com/artist/partynextdoor-mn0003142748
617,MadeinTYO,Rap,https://www.allmusic.com/artist/madeintyo-mn0003487740
618,Samantha Barks,Stage & Screen,https://www.allmusic.com/artist/samantha-barks-mn0003045141
619,KIDS SEE GHOSTS,Rap,https://www.allmusic.com/artist/kids-see-ghosts-mn0003748385
620,Aaron Lines,Country,https://www.allmusic.com/artist/aaron-lines-mn0000924176
621,Fabu,R&B,https://www.allmusic.com/artist/fabu-mn0000152592
622,A$AP Ferg,Rap,https://www.allmusic.com/artist/aap-ferg-mn0003043775
623,Tupac,Rap,https://www.allmusic.com/artist/2pac-mn0000921895
624,U2,Pop/Rock,https://www.allmusic.com/artist/u2-mn0000219203
625,Queen Naija,R&B,https://www.allmusic.com/artist/queen-naija-mn0003713340
626,J'Son,Rap,https://www.allmusic.com/artist/json-mn0000773985
627,Metro Boomin,Rap,https://www.allmusic.com/artist/metro-boomin-mn0003138395
628,DJ Felli Fel,Rap,https://www.allmusic.com/artist/dj-felli-fel-mn0001835183
629,Ja Rule,Rap,https://www.allmusic.com/artist/ja-rule-mn0000120675
630,BoDeans,Pop/Rock,https://www.allmusic.com/artist/bodeans-mn0000047789
631,Mike WiLL Made-It,Rap,https://www.allmusic.com/artist/mike-will-made-it-mn0002913446
632,Montell Jordan,R&B,https://www.allmusic.com/artist/montell-jordan-mn0000925066
633,Young Gunz,Rap,https://www.allmusic.com/artist/young-gunz-mn0000962323
634,The Lox,Rap,https://www.allmusic.com/artist/the-lox-mn0000045629
635,Niko Moon,Country,https://www.allmusic.com/artist/niko-moon-mn0003359916
636,David Kersh,Country,https://www.allmusic.com/artist/david-kersh-mn0000182512
637,Portrait,R&B,https://www.allmusic.com/artist/portrait-mn0000853472
638,The Neighbourhood,Pop/Rock,https://www.allmusic.com/artist/the-neighbourhood-mn0002690553
639,Pras Michel,Rap,https://www.allmusic.com/artist/pras-michel-mn0002443250
640,Empire Cast,Rap,https://www.allmusic.com/artist/empire-cast-mn0003354733
641,Jamey Johnson,Country,https://www.allmusic.com/artist/jamey-johnson-mn0000627787
642,The Wiseguys,Electronic,https://www.allmusic.com/artist/the-wiseguys-mn0000580294
643,Jameson Rodgers,Country,https://www.allmusic.com/artist/jameson-rodgers-mn0003546108
644,Diamond Rio,Country,https://www.allmusic.com/artist/diamond-rio-mn0000254827
645,Capleton,Reggae,https://www.allmusic.com/artist/capleton-mn0000540010
646,Billy Ray Cyrus,Country,https://www.allmusic.com/artist/billy-ray-cyrus-mn0000076561
647,X-Ecutioners,Rap,https://www.allmusic.com/artist/the-x-ecutioners-mn0000487906
648,Switchfoot,Pop/Rock,https://www.allmusic.com/artist/switchfoot-mn0000049026
649,Jason Derulo,Pop/Rock,https://www.allmusic.com/artist/jason-derulo-mn0000643543
650,Tracey Lee,Rap,https://www.allmusic.com/artist/tracey-lee-mn0000746469
651,Crooklyn Dodgers '95,Pop/Rock,https://www.allmusic.com/artist/the-crooklyn-dodgers-mn0000113276
652,The Blackout Allstars,Pop/Rock,https://www.allmusic.com/artist/the-blackout-allstars-mn0000757136
653,Dan + Shay,Country,https://www.allmusic.com/artist/dan-shay-mn0003200207
654,Macklemore,Rap,https://www.allmusic.com/artist/macklemore-mn0001015772
655,Tate McRae,Pop/Rock,https://www.allmusic.com/artist/tate-mcrae-mn0003902427
656,Crazy Frog,Comedy/Spoken,https://www.allmusic.com/artist/crazy-frog-mn0000399361
657,Insane Clown Posse,Rap,https://www.allmusic.com/artist/insane-clown-posse-mn0000079959
658,Philly's Most Wanted,Rap,https://www.allmusic.com/artist/phillys-most-wanted-mn0000846113
659,Nelly,Rap,https://www.allmusic.com/artist/nelly-mn0000861351
660,Vengaboys,Pop/Rock,https://www.allmusic.com/artist/vengaboys-mn0000840708
661,Ivory,Pop/Rock,https://www.allmusic.com/artist/ivory-mn0000101329
662,Cochise,Rap,https://www.allmusic.com/artist/cochise-mn0003959921
663,Kenny Chesney,Country,https://www.allmusic.com/artist/kenny-chesney-mn0000068551
664,Joe,R&B,https://www.allmusic.com/artist/joe-mn0000101895
665,Prince Royce,Latin,https://www.allmusic.com/artist/prince-royce-mn0002385531
666,Chumbawamba,Pop/Rock,https://www.allmusic.com/artist/chumbawamba-mn0000781370
667,China Anne McClain,Pop/Rock,https://www.allmusic.com/artist/china-mcclain-mn0002509238
668,Aaron Neville,R&B,https://www.allmusic.com/artist/aaron-neville-mn0000582253
669,Blake Lewis,Pop/Rock,https://www.allmusic.com/artist/blake-lewis-mn0000737401
670,Teairra Mari,R&B,https://www.allmusic.com/artist/teairra-mar%C3%AD-mn0000380566
671,N.O.R.E.,Rap,https://www.allmusic.com/artist/nore-mn0000374888
672,Pleasure P,R&B,https://www.allmusic.com/artist/pleasure-p-mn0000992075
673,Josh Gracin,Country,https://www.allmusic.com/artist/josh-gracin-mn0000101371
674,Yasmeen,Folk,https://www.allmusic.com/artist/yasmeen-mn0000687714
675,Chiddy Bang,Rap,https://www.allmusic.com/artist/chiddy-bang-mn0002412211
676,September,Electronic,https://www.allmusic.com/artist/september-mn0000007384
677,Randy Houser,Country,https://www.allmusic.com/artist/randy-houser-mn0000998473
678,Rich Boy,Rap,https://www.allmusic.com/artist/rich-boy-mn0000975752
679,dc Talk,Religious,https://www.allmusic.com/artist/dc-talk-mn0000946560
680,Toni Braxton,R&B,https://www.allmusic.com/artist/toni-braxton-mn0000935330
681,Genius,Rap,https://www.allmusic.com/artist/gza-mn0000170084
682,Granger Smith,Country,https://www.allmusic.com/artist/granger-smith-mn0000698498
683,Casper Magico,Latin,https://www.allmusic.com/artist/casper-magico-mn0003715465
684,Green Shoe Studio,Pop/Rock,https://www.allmusic.com/artist/green-shoe-studio-mn0003170454
685,Trillville,Rap,https://www.allmusic.com/artist/trillville-mn0000021128
686,Jonell,Rap,https://www.allmusic.com/artist/jonell-mn0000268157
687,Sherrie Austin,Country,https://www.allmusic.com/artist/sherri%C3%A9-austin-mn0000027597
688,Mario,R&B,https://www.allmusic.com/artist/mario-mn0000274637
689,Michel Telo,International,https://www.allmusic.com/artist/michel-tel%C3%B3-mn0002434436
690,Rixton,Pop/Rock,https://www.allmusic.com/artist/rixton-mn0003213628
691,deadmau5,Electronic,https://www.allmusic.com/artist/deadmau5-mn0000879144
692,Spectacular! Cast,Stage & Screen,https://www.allmusic.com/artist/spectacular%21-cast-mn0002489021
693,KALEO,Pop/Rock,https://www.allmusic.com/artist/kaleo-mn0003393991
694,Amanda Brown,Pop/Rock,https://www.allmusic.com/artist/amanda-brown-mn0003038637
695,Kiiara,Pop/Rock,https://www.allmusic.com/artist/kiiara-mn0003450980
696,Baby Talk,Children's,https://www.allmusic.com/artist/baby-talk-mn0000061750
697,LoveRance,Rap,https://www.allmusic.com/artist/loverance-mn0002863169
698,Sponge,Pop/Rock,https://www.allmusic.com/artist/sponge-mn0000156484
699,YBN Nahmir,Rap,https://www.allmusic.com/artist/ybn-nahmir-mn0003690677
700,Lyfe Jennings,R&B,https://www.allmusic.com/artist/lyfe-jennings-mn0000677241
701,Blair,Pop/Rock,https://www.allmusic.com/artist/blair-mn0000042702
702,Gretchen Wilson,Country,https://www.allmusic.com/artist/gretchen-wilson-mn0000196976
703,City Girls,Rap,https://www.allmusic.com/artist/city-girls-mn0003706669
704,Tony Bennett,Vocal,https://www.allmusic.com/artist/tony-bennett-mn0000006334
705,Shawn Stockman,R&B,https://www.allmusic.com/artist/shawn-stockman-mn0000011426
706,Anne Hathaway,Pop/Rock,https://www.allmusic.com/artist/anne-hathaway-mn0000923730
707,Maren Morris,Country,https://www.allmusic.com/artist/maren-morris-mn0000328633
708,Jade Anderson,Pop/Rock,https://www.allmusic.com/artist/jade-anderson-mn0000125005
709,Amy Grant,Religious,https://www.allmusic.com/artist/amy-grant-mn0000024944
710,MC Luscious,Rap,https://www.allmusic.com/artist/mc-luscious-mn0000810242
711,Collin Raye,Country,https://www.allmusic.com/artist/collin-raye-mn0000774941
712,R. City,Rap,https://www.allmusic.com/artist/r-city-mn0000731663
713,Gym Class Heroes,Rap,https://www.allmusic.com/artist/gym-class-heroes-mn0000784010
714,Juanes,Latin,https://www.allmusic.com/artist/juanes-mn0000245250
715,Simple Minds,Pop/Rock,https://www.allmusic.com/artist/simple-minds-mn0000049374
716,YNW Melly,Rap,https://www.allmusic.com/artist/ynw-melly-mn0003736777
717,Ellie Goulding,Pop/Rock,https://www.allmusic.com/artist/ellie-goulding-mn0001596642
718,Max-A-Million,Electronic,https://www.allmusic.com/artist/max-a-million-mn0000867451
719,Vince Gill,Country,https://www.allmusic.com/artist/vince-gill-mn0000214162
720,Five For Fighting,Pop/Rock,https://www.allmusic.com/artist/five-for-fighting-mn0000796281
721,Das EFX,Rap,https://www.allmusic.com/artist/das-efx-mn0000678167
722,Five Finger Death Punch,Pop/Rock,https://www.allmusic.com/artist/five-finger-death-punch-mn0000640208
723,Rich Gang,Rap,https://www.allmusic.com/artist/rich-gang-mn0003082142
724,Paulina Rubio,Latin,https://www.allmusic.com/artist/paulina-rubio-mn0000027136
725,J. Holiday,R&B,https://www.allmusic.com/artist/j-holiday-mn0000551115
726,Dru Down,Rap,https://www.allmusic.com/artist/dru-down-mn0000203168
727,Phil Collins,Pop/Rock,https://www.allmusic.com/artist/phil-collins-mn0000337119
728,Donna Lewis,Pop/Rock,https://www.allmusic.com/artist/donna-lewis-mn0000448207
729,Justin Bieber,Pop/Rock,https://www.allmusic.com/artist/justin-bieber-mn0002165952
730,Jess Glynne,Pop/Rock,https://www.allmusic.com/artist/jess-glynne-mn0003173810
731,Ashley Tisdale,Pop/Rock,https://www.allmusic.com/artist/ashley-tisdale-mn0000469519
732,Gotye,Pop/Rock,https://www.allmusic.com/artist/gotye-mn0001471865
733,The Black Keys,Pop/Rock,https://www.allmusic.com/artist/the-black-keys-mn0000755918
734,Garth Brooks,Country,https://www.allmusic.com/artist/garth-brooks-mn0000798248
735,Yung Berg,Rap,https://www.allmusic.com/artist/yung-berg-mn0000481296
736,Toad The Wet Sprocket,Pop/Rock,https://www.allmusic.com/artist/toad-the-wet-sprocket-mn0000610339
737,New Found Glory,Pop/Rock,https://www.allmusic.com/artist/new-found-glory-mn0000329232
738,Keith Murray,Rap,https://www.allmusic.com/artist/keith-murray-mn0000767035
739,Dru Hill,R&B,https://www.allmusic.com/artist/dru-hill-mn0000167361
740,Loren Allred,Pop/Rock,https://www.allmusic.com/artist/loren-allred-mn0003266745
741,The Fratellis,Pop/Rock,https://www.allmusic.com/artist/the-fratellis-mn0000615247
742,Donna Summer,R&B,https://www.allmusic.com/artist/donna-summer-mn0000661524
743,Lil' Kim,Rap,https://www.allmusic.com/artist/lil-kim-mn0000278439
744,112,R&B,https://www.allmusic.com/artist/112-mn0001055285
745,Guy,R&B,https://www.allmusic.com/artist/guy-mn0000651156
746,The Offspring,Pop/Rock,https://www.allmusic.com/artist/the-offspring-mn0000472925
747,DJ Laz,Rap,https://www.allmusic.com/artist/dj-laz-mn0000553904
748,Sean Kingston,Rap,https://www.allmusic.com/artist/sean-kingston-mn0000922471
749,Sunday,International,https://www.allmusic.com/artist/sunday-mn0000584424
750,Lumidee,R&B,https://www.allmusic.com/artist/lumidee-mn0000320470
751,Bo Bice,Pop/Rock,https://www.allmusic.com/artist/bo-bice-mn0000381689
752,Shae Jones,R&B,https://www.allmusic.com/artist/shae-jones-mn0000155158
753,Flyleaf,Pop/Rock,https://www.allmusic.com/artist/flyleaf-mn0000533503
754,Elvie Shane,Country,https://www.allmusic.com/artist/elvie-shane-mn0003938176
755,Clint Black,Country,https://www.allmusic.com/artist/clint-black-mn0000792370
756,Kungs vs Cookin' On 3 Burners,Electronic,https://www.allmusic.com/artist/cookin-on-3-burners-mn0001541453
757,Erasure,Pop/Rock,https://www.allmusic.com/artist/erasure-mn0000184811
758,Sarah Connor,Pop/Rock,https://www.allmusic.com/artist/sarah-connor-mn0000296762
759,Pretenders,Pop/Rock,https://www.allmusic.com/artist/pretenders-mn0000492331
760,Bobby Brackins,Rap,https://www.allmusic.com/artist/bobby-brackins-mn0002469797
761,Bobby Helms,Country,https://www.allmusic.com/artist/bobby-helms-mn0000063722
762,Jeff Bates,Country,https://www.allmusic.com/artist/jeff-bates-mn0000196965
763,SF Spanish Fly,Latin,https://www.allmusic.com/artist/sf-spanish-fly-mn0000283637
764,Kristine W,Electronic,https://www.allmusic.com/artist/kristine-w-mn0000089175
765,Chantay Savage,R&B,https://www.allmusic.com/artist/chantay-savage-mn0000200184
766,95 South,Rap,https://www.allmusic.com/artist/95-south-mn0000563551
767,Arctic Monkeys,Pop/Rock,https://www.allmusic.com/artist/arctic-monkeys-mn0000325357
768,The Clark Family Experience,Country,https://www.allmusic.com/artist/the-clark-family-experience-mn0000764378
769,En Vogue,R&B,https://www.allmusic.com/artist/en-vogue-mn0000160690
770,Jessie J,Pop/Rock,https://www.allmusic.com/artist/jessie-j-mn0002595668
771,A Thousand Horses,Country,https://www.allmusic.com/artist/a-thousand-horses-mn0002534031
772,Abra Moore,Pop/Rock,https://www.allmusic.com/artist/abra-moore-mn0000587982
773,Descendants 2 Cast,Rap,https://www.allmusic.com/artist/2-chainz-mn0002748040
774,Foster The People,Pop/Rock,https://www.allmusic.com/artist/foster-the-people-mn0002527840
775,The Ready Set,Pop/Rock,https://www.allmusic.com/artist/the-ready-set-mn0001649881
776,Alessia Cara,Pop/Rock,https://www.allmusic.com/artist/alessia-cara-mn0003396562
777,Luke,Rap,https://www.allmusic.com/artist/luke-mn0000235569
778,DNCE,Pop/Rock,https://www.allmusic.com/artist/dnce-mn0003437587
779,Don Toliver,Rap,https://www.allmusic.com/artist/don-toliver-mn0003746917
780,Sunshine Anderson,R&B,https://www.allmusic.com/artist/sunshine-anderson-mn0000925635
781,Joe Nichols,Country,https://www.allmusic.com/artist/joe-nichols-mn0000807869
782,JT Money,Rap,https://www.allmusic.com/artist/jt-money-mn0000115813
783,JoJo,R&B,https://www.allmusic.com/artist/jojo-mn0000253657
784,RaeLynn,Country,https://www.allmusic.com/artist/raelynn-mn0002975884
785,Curren$Y,Rap,https://www.allmusic.com/artist/curreny-mn0000784396
786,Cyndi Thomson,Country,https://www.allmusic.com/artist/cyndi-thomson-mn0000146841
787,Aqua,Pop/Rock,https://www.allmusic.com/artist/aqua-mn0000600435
788,LeToya,R&B,https://www.allmusic.com/artist/letoya-luckett-mn0000189582
789,Nick Cannon,Rap,https://www.allmusic.com/artist/nick-cannon-mn0000397033
790,Pure Soul,R&B,https://www.allmusic.com/artist/pure-soul-mn0000858418
791,Niall Horan,Pop/Rock,https://www.allmusic.com/artist/niall-horan-mn0002854547
792,Macy Gray,R&B,https://www.allmusic.com/artist/macy-gray-mn0000232869
793,Willow,Pop/Rock,https://www.allmusic.com/artist/willow-mn0002577989
794,Mark Ronson,Pop/Rock,https://www.allmusic.com/artist/mark-ronson-mn0000237773
795,BBMak,Pop/Rock,https://www.allmusic.com/artist/bbmak-mn0000071373
796,Brothers Osborne,Country,https://www.allmusic.com/artist/brothers-osborne-mn0003176030
797,LFO,Electronic,https://www.allmusic.com/artist/lfo-mn0000101164
798,Michael Stipe,Pop/Rock,https://www.allmusic.com/artist/michael-stipe-mn0000461998
799,Chance The Rapper,Rap,https://www.allmusic.com/artist/chance-the-rapper-mn0003115050
800,Norah Jones,Pop/Rock,https://www.allmusic.com/artist/norah-jones-mn0000884686
801,Delinquent Habits,Rap,https://www.allmusic.com/artist/delinquent-habits-mn0000240461
802,BrockHampton,Rap,https://www.allmusic.com/artist/brockhampton-mn0003526882
803,Terry Ellis,R&B,https://www.allmusic.com/artist/terry-ellis-mn0000028543
804,Frankie Ballard,Country,https://www.allmusic.com/artist/frankie-ballard-mn0002553429
805,Avril Lavigne,Pop/Rock,https://www.allmusic.com/artist/avril-lavigne-mn0000762885
806,Imani Coppola,Pop/Rock,https://www.allmusic.com/artist/imani-coppola-mn0000095963
807,24kGoldn,Rap,https://www.allmusic.com/artist/24kgoldn-mn0003861968
808,Missjones,Classical,https://www.allmusic.com/artist/raivis-misjuns-mn0003618292
809,Rej3ctz,Rap,https://www.allmusic.com/artist/rej3ctz-mn0002697061
810,Link,Electronic,https://www.allmusic.com/artist/mark-pritchard-mn0000285251
811,Edwyn Collins,Pop/Rock,https://www.allmusic.com/artist/edwyn-collins-mn0000620603
812,Lil' Boosie,Rap,https://www.allmusic.com/artist/lil-boosie-mn0000270057
813,Chase Rice,Country,https://www.allmusic.com/artist/chase-rice-mn0002880902
814,The Verve,Pop/Rock,https://www.allmusic.com/artist/the-verve-mn0000575522
815,Brown Boy,Rap,https://www.allmusic.com/artist/brown-boy-mn0002002344
816,Gina G,Pop/Rock,https://www.allmusic.com/artist/gina-g-mn0000655214
817,Mulatto,Rap,https://www.allmusic.com/artist/latto-mn0003516976
818,Jake Owen,Country,https://www.allmusic.com/artist/jake-owen-mn0001009342
819,Robert Miles,Electronic,https://www.allmusic.com/artist/robert-miles-mn0000006232
820,The Ronettes,Pop/Rock,https://www.allmusic.com/artist/the-ronettes-mn0000491220
821,Squeak E. Clean,Electronic,https://www.allmusic.com/artist/sam-spiegel-mn0001055048
822,Young Buck,Rap,https://www.allmusic.com/artist/young-buck-mn0000688900
823,Des'ree,R&B,https://www.allmusic.com/artist/desree-mn0000206668
824,Chef Raekwon,Rap,https://www.allmusic.com/artist/chef-raekwon-mn0004347023
825,Serj Tankian,Pop/Rock,https://www.allmusic.com/artist/serj-tankian-mn0000743175
826,S Club 7,Pop/Rock,https://www.allmusic.com/artist/s-club-7-mn0000272563
827,The Postal Service,Pop/Rock,https://www.allmusic.com/artist/the-postal-service-mn0000894962
828,Don Omar,Latin,https://www.allmusic.com/artist/don-omar-mn0000187907
829,Fu-Schnickens,Rap,https://www.allmusic.com/artist/fu-schnickens-mn0000741431
830,Chely Wright,Country,https://www.allmusic.com/artist/chely-wright-mn0000090079
831,Keith Urban,Country,https://www.allmusic.com/artist/keith-urban-mn0000081619
832,Chico DeBarge,R&B,https://www.allmusic.com/artist/chico-debarge-mn0000110945
833,Parker McCollum,Pop/Rock,https://www.allmusic.com/artist/parker-mccollum-mn0003377460
834,Jason Michael Carroll,Country,https://www.allmusic.com/artist/jason-michael-carroll-mn0000617689
835,Elvis Presley vs JXL,Pop/Rock,https://www.allmusic.com/artist/elvis-vs-spankocx-presley-mn0001031616
836,Tweet,R&B,https://www.allmusic.com/artist/tweet-mn0000163213
837,Matt Nathanson,Pop/Rock,https://www.allmusic.com/artist/matt-nathanson-mn0000385797
838,Jack Ingram,Country,https://www.allmusic.com/artist/jack-ingram-mn0000098688
839,The Pussycat Dolls,R&B,https://www.allmusic.com/artist/the-pussycat-dolls-mn0000101072
840,Calvin Harris,Electronic,https://www.allmusic.com/artist/calvin-harris-mn0000945951
841,HIM,Pop/Rock,https://www.allmusic.com/artist/him-mn0000577091
842,Nick Lachey,Pop/Rock,https://www.allmusic.com/artist/nick-lachey-mn0000398865
843,The Naked Brothers Band,Pop/Rock,https://www.allmusic.com/artist/the-naked-brothers-band-mn0000444140
844,Little Big Town,Country,https://www.allmusic.com/artist/little-big-town-mn0000257787
845,Lil Skies,Rap,https://www.allmusic.com/artist/lil-skies-mn0003677493
846,Dave Hollister,R&B,https://www.allmusic.com/artist/dave-hollister-mn0000688515
847,Jonas Blue,Electronic,https://www.allmusic.com/artist/jonas-blue-mn0003461741
848,Jazmine Sullivan,R&B,https://www.allmusic.com/artist/jazmine-sullivan-mn0000546738
849,Billie Eilish,Pop/Rock,https://www.allmusic.com/artist/billie-eilish-mn0003475903
850,Duncan Laurence,Pop/Rock,https://www.allmusic.com/artist/duncan-laurence-mn0003822816
851,Jeremih,R&B,https://www.allmusic.com/artist/jeremih-mn0001545319
852,CL,Rap,https://www.allmusic.com/artist/cl-mn0002806455
853,TRUSTcompany,Pop/Rock,https://www.allmusic.com/artist/trust-company-mn0000745597
854,Jennifer Hudson,R&B,https://www.allmusic.com/artist/jennifer-hudson-mn0000266129
855,Blues Traveler,Pop/Rock,https://www.allmusic.com/artist/blues-traveler-mn0000758453
856,Shawn Mullins,Pop/Rock,https://www.allmusic.com/artist/shawn-mullins-mn0000013583
857,G Herbo,Rap,https://www.allmusic.com/artist/g-herbo-mn0003507406
858,Filter,Pop/Rock,https://www.allmusic.com/artist/filter-mn0000178122
859,DJ Chose,Rap,https://www.allmusic.com/artist/dj-chose-mn0002873335
860,Ella Mai,R&B,https://www.allmusic.com/artist/ella-mai-mn0003506278
861,Jon Bellion,Pop/Rock,https://www.allmusic.com/artist/jon-bellion-mn0003006966
862,Mo Thugs Family,Rap,https://www.allmusic.com/artist/mo-thugs-family-mn0000565599
863,Nu Flavor,Pop/Rock,https://www.allmusic.com/artist/nu-flavor-mn0000463255
864,T.O.K.,Reggae,https://www.allmusic.com/artist/tok-mn0000004972
865,Nathan Morris,R&B,https://www.allmusic.com/artist/nathan-morris-mn0000378935
866,Plain White T's,Pop/Rock,https://www.allmusic.com/artist/plain-white-ts-mn0000350139
867,Ben Folds,Pop/Rock,https://www.allmusic.com/artist/ben-folds-mn0000162197
868,Ciara,R&B,https://www.allmusic.com/artist/ciara-mn0000215513
869,Young Greatness,Rap,https://www.allmusic.com/artist/young-greatness-mn0002919653
870,Lloyd Banks,Rap,https://www.allmusic.com/artist/lloyd-banks-mn0000226402
871,Rampage,Rap,https://www.allmusic.com/artist/rampage-mn0000398920
872,Jimmie Allen,Country,https://www.allmusic.com/artist/jimmie-allen-mn0003672595
873,Ariana Grande,Pop/Rock,https://www.allmusic.com/artist/ariana-grande-mn0002264745
874,Blondie,Pop/Rock,https://www.allmusic.com/artist/blondie-mn0000044764
875,General Public,Pop/Rock,https://www.allmusic.com/artist/general-public-mn0000201958
876,YoungBoy Never Broke Again,Rap,https://www.allmusic.com/artist/youngboy-never-broke-again-mn0003582375
877,Parmalee,Country,https://www.allmusic.com/artist/parmalee-mn0000130987
878,Mary J. Blige,R&B,https://www.allmusic.com/artist/mary-j-blige-mn0000376204
879,Marcos Hernandez,International,https://www.allmusic.com/artist/marcos-hernandez-mn0000324909
880,Ashley Parker Angel,Pop/Rock,https://www.allmusic.com/artist/ashley-parker-angel-mn0000531886
881,98 Degrees,Pop/Rock,https://www.allmusic.com/artist/98%C2%B0-mn0000474787
882,Sia,Pop/Rock,https://www.allmusic.com/artist/sia-mn0000753742
883,Apocalyptica,Pop/Rock,https://www.allmusic.com/artist/apocalyptica-mn0000594121
884,Mandy Moore,Pop/Rock,https://www.allmusic.com/artist/mandy-moore-mn0000673933
885,Crystal Waters,R&B,https://www.allmusic.com/artist/crystal-waters-mn0000132856
886,Childish Gambino,Rap,https://www.allmusic.com/artist/childish-gambino-mn0002487188
887,PIKOTARO,Comedy/Spoken,https://www.allmusic.com/artist/piko-taro-mn0003562734
888,Nirvana,Pop/Rock,https://www.allmusic.com/artist/nirvana-mn0000357406
889,Marcy Playground,Pop/Rock,https://www.allmusic.com/artist/marcy-playground-mn0000572327
890,2 Chainz,Rap,https://www.allmusic.com/artist/2-chainz-mn0002748040
891,Lil Durk,Rap,https://www.allmusic.com/artist/lil-durk-mn0002998350
892,Freeway,Rap,https://www.allmusic.com/artist/freeway-mn0000197355
893,Artists Stand Up To Cancer,Pop/Rock,https://www.allmusic.com/artist/artists-stand-up-to-cancer-mn0002432296
894,Chris Lane,Country,https://www.allmusic.com/artist/chris-lane-mn0003455720
895,Hugh Jackman,Stage & Screen,https://www.allmusic.com/artist/hugh-jackman-mn0000113253
896,Halsey,Pop/Rock,https://www.allmusic.com/artist/halsey-mn0003010517
897,Mims,Rap,https://www.allmusic.com/artist/mims-mn0000495201
898,Gary Barlow,Pop/Rock,https://www.allmusic.com/artist/gary-barlow-mn0000740360
899,Twinz,Rap,https://www.allmusic.com/artist/twinz-mn0000200058
900,Jidenna,Rap,https://www.allmusic.com/artist/jidenna-mn0003397779
901,Hellogoodbye,Pop/Rock,https://www.allmusic.com/artist/hellogoodbye-mn0000778925
902,PnB Rock,Rap,https://www.allmusic.com/artist/pnb-rock-mn0003449221
903,Default,Pop/Rock,https://www.allmusic.com/artist/default-mn0000231162
904,Raphael Saadiq,R&B,https://www.allmusic.com/artist/raphael-saadiq-mn0000402249
905,Elastica,Pop/Rock,https://www.allmusic.com/artist/elastica-mn0000797431
906,Cardi B,Rap,https://www.allmusic.com/artist/cardi-b-mn0003493912
907,Kendrick Lamar,Rap,https://www.allmusic.com/artist/kendrick-lamar-mn0002709646
908,Jordan Davis,Country,https://www.allmusic.com/artist/jordan-davis-mn0003629629
909,Metallica,Pop/Rock,https://www.allmusic.com/artist/metallica-mn0000446509
910,Mario Vazquez,R&B,https://www.allmusic.com/artist/mario-vazquez-mn0000978231
911,Gyrl,R&B,https://www.allmusic.com/artist/gyrl-mn0000655497
912,The Lost Trailers,Country,https://www.allmusic.com/artist/the-lost-trailers-mn0000050967
913,The Lonely Island,Comedy/Spoken,https://www.allmusic.com/artist/the-lonely-island-mn0001036613
914,will.i.am,Rap,https://www.allmusic.com/artist/william-mn0000691648
915,Blink-182,Pop/Rock,https://www.allmusic.com/artist/blink-182-mn0000757342
916,Boys Like Girls,Pop/Rock,https://www.allmusic.com/artist/boys-like-girls-mn0000722133
917,Rebecca Black,Pop/Rock,https://www.allmusic.com/artist/rebecca-black-mn0002671128
918,Mitchell Tenpenny,Country,https://www.allmusic.com/artist/mitchell-tenpenny-mn0003498212
919,Thalia,Latin,https://www.allmusic.com/artist/thal%C3%ADa-mn0000751201
920,KCamp,Rap,https://www.allmusic.com/artist/k-camp-mn0002979241
921,Kacey Musgraves,Country,https://www.allmusic.com/artist/kacey-musgraves-mn0002077491
